x_mm,y_mm,z_mm,edep_keV
-4.85824,0.694765,-8.40632,13.206
-0.854304,0.0401011,-0.593071,11.139
-0.834085,0.0401011,-0.593071,0.101943
-0.834061,0.0401306,-0.593098,13.7591
1.72189,2.57948,-5.38781,11.684
1.72251,2.57948,-5.38781,0.216766
1.72253,2.57945,-5.38784,13.0992
-2.76651,2.17116,-6.3358,11.139
-2.72244,2.17116,-6.3358,0.160629
-2.72247,2.17117,-6.33577,13.7004
-3.60596,0.162748,0.677595,11.684
-3.60263,0.162748,0.677595,0.227624
-3.6026,0.162768,0.677575,13.0884
-1.88589,2.57367,0.711224,11.139
-1.87327,2.57367,0.711224,0.0436988
-1.8733,2.57365,0.711249,13.8173
-2.55722,0.628406,-3.16434,9.884
-2.50056,0.628406,-3.16434,0.198028
-2.50057,0.628378,-3.16439,14.918
-3.00027,1.64717,-7.06203,11.684
-2.93753,1.64717,-7.06203,0.13992
-2.9375,1.64717,-7.062,13.1761
-2.99433,1.47022,4.2107,2.472
-2.99359,1.47022,4.2107,0.431148
-2.99351,1.47017,4.21071,0.563025
-2.99343,1.47018,4.21066,0.802467
-2.99335,1.47019,4.21065,0.523162
-2.99328,1.47016,4.21068,0.618728
-2.99325,1.47013,4.21074,0.849278
-2.99325,1.47006,4.21078,0.304593
-2.99325,1.46999,4.21081,0.251936
-2.99326,1.46992,4.21082,2.05855
-2.99329,1.46988,4.21086,0.251282
-2.99331,1.46985,4.21091,1.32742
-2.99333,1.46981,4.21095,0.207814
-2.99333,1.46977,4.21096,1.08044
-2.99334,1.46973,4.21096,0.240307
-2.99336,1.46969,4.21096,0.0900946
-2.99338,1.46965,4.21096,0.155485
-2.9934,1.46962,4.21095,0.0916553
-2.99344,1.46961,4.21094,0.171453
-2.99348,1.46961,4.21095,0.557277
-2.99351,1.46962,4.21096,0.0310093
-2.99355,1.46964,4.21098,0.0699114
-2.99355,1.46964,4.21098,0.00130717
-2.99355,1.46964,4.21098,1.10255
-2.99357,1.46965,4.21099,0.0618088
-2.99358,1.46967,4.21102,0.0119288
-2.99358,1.4697,4.21102,0.0531507
-2.99355,1.46972,4.211,0.0174192
-2.99353,1.46973,4.21099,0.048811
-2.99351,1.46974,4.211,1.03464
-2.99349,1.46972,4.21102,0.129144
-2.9935,1.46971,4.211,0.387308
-2.9935,1.46971,4.21098,0.321736
-2.9935,1.46972,4.21101,0.505418
-2.9935,1.46973,4.21103,0.764447
-2.99349,1.46973,4.21104,1.92711
-2.99349,1.46973,4.21106,0.200248
-2.99349,1.46972,4.21106,5.28394
-2.77746,1.86362,-3.81765,11.684
-2.7686,1.86362,-3.81765,0.164534
-2.76858,1.8636,-3.81768,13.1515
-4.91652,0.861908,-8.5896,2.197
-4.89189,0.861908,-8.5896,1.29064
-4.89186,0.861932,-8.58951,21.5124
-1.40248,1.06495,4.17952,9.884
-1.39511,1.06495,4.17952,0.23579
-1.39514,1.06499,4.17951,14.8802
4.09295,0.556736,2.47397,9.884
4.111,0.560486,2.48017,1.45649
4.11104,0.56047,2.48019,13.6595
-1.7857,3.25466,-1.25503,11.139
-1.76951,3.25466,-1.25503,0.375236
-1.76954,3.25464,-1.25504,13.4858
-1.64768,-3.19368,-8.40237,9.884
-1.64471,-3.19368,-8.40237,0.0879096
-1.64473,-3.19365,-8.4024,15.0281
-2.98474,1.57447,-5.24536,9.884
-2.98335,1.57447,-5.24536,0.0823638
-2.98333,1.57443,-5.24538,15.0336
1.73427,2.26718,-6.33823,11.684
1.74407,2.26718,-6.33823,0.308372
1.74408,2.26718,-6.33827,13.0076
1.5004,3.10826,-2.13047,11.139
1.50582,3.10826,-2.13047,0.187576
1.50585,3.10823,-2.13047,13.6734
-3.61739,1.53662,2.11333,11.139
-3.60457,1.53537,2.10957,0.076453
-3.60454,1.53534,2.10956,13.7845
-1.99638,-3.08146,-8.93501,11.684
-1.98963,-3.08146,-8.93501,0.896763
-1.98962,-3.08146,-8.93505,12.4192
-1.44045,1.52494,3.31515,2.197
-1.43808,1.52494,3.31515,0.0593624
-1.43803,1.52494,3.31523,22.7436
-2.42177,2.12301,-0.872463,11.139
-2.3957,2.12301,-0.872463,0.0124013
-2.39567,2.12298,-0.872479,13.8486
-2.24655,1.21362,5.74512,2.712
-2.20567,1.21362,5.74512,0.0687533
-2.20563,1.21354,5.74511,22.2192
-2.34786,0.927299,-0.733692,9.884
-2.34327,0.927299,-0.733692,1.20445
-2.34325,0.927253,-0.733684,13.9116
-0.503068,0.529644,6.76519,9.884
-0.491209,0.529644,6.76519,0.396539
-0.491208,0.529672,6.76519,14.7195
-1.85091,3.12467,-1.14781,9.884
-1.84395,3.12467,-1.14781,0.0168133
-1.84392,3.12464,-1.14778,15.0992
-2.53612,2.02452,5.51926,9.884
-2.52638,2.02452,5.51926,0.566405
-2.52636,2.02449,5.5193,14.5496
-3.48973,-1.41903,1.65394,11.139
-3.48828,-1.41903,1.65394,1.0309
-3.4883,-1.41901,1.65394,12.8301
-2.79325,1.11464,-4.10757,0.57
-2.77569,1.11464,-4.10757,0.241112
-2.77566,1.11474,-4.10755,24.1889
-2.64676,1.57529,-3.11952,11.684
-2.63991,1.57529,-3.11952,0.455656
-2.6399,1.57529,-3.11947,12.8603
-3.21906,1.71605,4.14799,11.139
-3.20758,1.71605,4.14799,0.509178
-3.2076,1.71602,4.14802,13.3518
-0.676852,0.734939,8.29625,11.139
-0.638001,0.734939,8.29625,0.99276
-0.638034,0.734948,8.29622,12.8682
-1.52817,1.00128,2.82496,2.472
-1.51818,1.00128,2.82496,0.975975
-1.51812,1.00132,2.82503,21.552
-4.76261,2.87368,-8.85667,11.139
-4.71877,2.87368,-8.85667,0.0590415
-4.71876,2.8737,-8.85663,13.802
-3.59618,0.0987699,-0.318637,11.139
-3.58519,0.0987699,-0.318637,0.82879
-3.58521,0.0987794,-0.3186,13.0322
0.0362146,1.82546,8.39112,0.047
0.0800862,1.82546,8.39112,1.04111
0.0801234,1.8254,8.3911,23.9119
-1.34457,0.656469,1.72168,9.884
-1.34413,0.656469,1.72168,0.814945
-1.34409,0.656485,1.72172,1.48547
-1.34407,0.656512,1.72175,0.0784677
-1.34406,0.656538,1.72178,1.25727
-1.34404,0.656534,1.72181,0.228477
-1.34402,0.656517,1.72183,0.0754468
-1.34399,0.656502,1.72183,0.170859
-1.34395,0.656497,1.72184,0.809215
-1.34393,0.656505,1.72185,0.788466
-1.3439,0.656505,1.72185,0.0123361
-1.34389,0.656488,1.72185,0.852641
-1.34388,0.656471,1.72187,1.63856
-1.3439,0.656456,1.72188,6.90383
-2.0964,2.45987,-0.0232151,2.712
-2.08603,2.45987,-0.0232151,0.520682
-2.08602,2.45996,-0.0231771,21.7673
-3.51054,-0.98098,0.992584,11.684
-3.48745,-0.98098,0.992584,0.461893
-3.48746,-0.980976,0.992621,12.8541
-0.637365,1.01742,8.45211,11.684
-0.616533,1.01742,8.45211,1.02998
-0.616531,1.01739,8.4521,12.286
-2.52182,2.61084,4.83846,2.712
-2.51194,2.61084,4.83846,0.49267
-2.51191,2.6109,4.83853,21.7953
-3.34426,-4.38664,2.88633,0.407
-3.30129,-4.38664,2.88633,0.909937
-3.30121,-4.3866,2.88637,23.6831
-0.642192,1.0707,8.43517,9.884
-0.630313,1.0707,8.43517,0.180767
-0.630313,1.07066,8.43514,14.9352
-2.84847,2.4907,-5.16152,11.139
-2.84073,2.4907,-5.16152,0.0388291
-2.8407,2.49066,-5.16153,13.8222
-0.317047,1.23659,8.72067,2.197
-0.285755,1.23659,8.72067,0.644963
-0.285782,1.23663,8.72058,22.158
-1.58113,1.30079,3.07155,9.884
-1.56412,1.30079,3.07155,1.19911
-1.5641,1.30079,3.07151,13.9169
-3.41488,-3.23533,2.41684,11.139
-3.35686,-3.23533,2.41684,0.719334
-3.35687,-3.23538,2.41685,13.1417
1.64032,2.60059,-4.47861,9.884
1.69258,2.60059,-4.47861,0.205354
1.69261,2.60057,-4.47865,14.9106
-1.49708,0.648401,2.48615,9.884
-1.45496,0.648401,2.48615,0.706648
-1.45499,0.648395,2.48612,14.4094
-4.06126,-1.41045,-8.89205,11.684
-4.05056,-1.41045,-8.89205,0.338084
-4.05052,-1.41047,-8.89205,12.9779
3.86937,-0.0948375,1.23197,11.684
3.88599,-0.0948375,1.23197,0.118413
3.886,-0.0948419,1.23193,13.1976
-3.01259,1.40939,-8.19364,11.139
-2.99586,1.40939,-8.19364,0.338347
-2.99582,1.40942,-8.19364,13.5227
0.795336,3.8117,1.48783,11.684
0.810477,3.8117,1.48783,0.0917614
0.810478,3.81169,1.48779,13.2242
3.80234,-0.123009,1.97023,9.884
3.80483,-0.123009,1.97023,0.247032
3.80482,-0.123033,1.97027,14.869
-0.842886,0.658036,6.49329,2.197
-0.776431,0.658036,6.49329,1.0511
-0.776407,0.658075,6.4932,21.7519
-3.71545,1.88131,2.53322,11.139
-3.71242,1.88131,2.53322,0.159082
-3.71242,1.88132,2.53321,13.7019
-2.97689,1.47275,-7.85193,2.712
-2.97543,1.47275,-7.85193,0.109222
-2.97546,1.47281,-7.85188,22.1788
-3.60823,4.83987,-8.62089,11.139
-3.60496,4.83987,-8.62089,1.25209
-3.60498,4.83989,-8.62093,12.6089
-4.88937,0.704802,-8.88311,9.884
-4.88397,0.704802,-8.88311,0.0698441
-4.88392,0.704814,-8.88314,15.0462
-1.36571,3.075,2.76994,11.684
-1.36307,3.075,2.76994,7.15442
-1.36306,3.075,2.76992,6.16158
-3.62153,0.70858,1.20477,11.139
-3.59527,0.70858,1.20477,0.0839772
-3.59527,0.70859,1.20481,13.777
-2.24544,2.44719,5.45741,11.684
-2.22776,2.44719,5.45741,0.374424
-2.22773,2.44717,5.45744,12.9416
1.90698,2.69191,-5.26164,2.472
1.93116,2.69191,-5.26164,0.080094
1.9312,2.69189,-5.26157,22.4479
-2.90299,1.63086,-4.38193,2.197
-2.85963,1.63086,-4.38193,0.465042
-2.8596,1.63086,-4.38202,22.338
-1.38147,3.68354,-1.72684,11.684
-1.35388,3.68354,-1.72684,0.162967
-1.35388,3.6835,-1.72685,13.153
-2.88794,2.39985,4.55832,11.684
-2.8738,2.39985,4.55832,0.635964
-2.8738,2.39987,4.55828,12.68
-0.582347,2.76906,5.51254,11.139
-0.578416,2.76906,5.51254,1.45501
-0.578411,2.76907,5.51249,12.406
-3.5808,2.66378,2.54539,11.684
-3.55373,2.66378,2.54539,0.178748
-3.55373,2.66378,2.54543,13.1373
-0.786816,2.90947,3.91228,11.139
-0.737449,2.90947,3.91228,0.0803416
-0.737434,2.90948,3.91224,13.7807
-3.58245,-2.0006,-8.44949,9.884
-3.57876,-2.0006,-8.44949,0.0588303
-3.57878,-2.00061,-8.4495,15.0572
-0.339657,-0.0449887,7.20794,9.884
-0.309731,-0.0449887,7.20794,0.486739
-0.3097,-0.0449585,7.20797,14.6293
-5.00995,1.46812,-8.6758,9.884
-5.00792,1.46812,-8.6758,0.838648
-5.00796,1.46813,-8.67584,14.2774
-3.75944,1.82804,0.953358,2.472
-3.75601,1.82804,0.953358,0.266699
-3.75597,1.82804,0.953447,22.2613
-2.82405,0.804346,-7.43576,11.139
-2.81622,0.804346,-7.43576,0.932625
-2.81622,0.804341,-7.43572,12.9284
-3.71627,1.83688,2.34915,11.139
-3.71206,1.83688,2.34915,0.565324
-3.71208,1.83686,2.34918,13.2957
-3.32883,-4.4822,3.12576,11.139
-3.3078,-4.4822,3.12576,0.036051
-3.3078,-4.48224,3.12574,13.8249
-0.67238,2.71571,5.88389,11.684
-0.49028,2.71571,5.88389,0.491514
-0.490282,2.7157,5.88384,12.8245
1.95802,2.4914,-7.82308,11.139
1.96315,2.4914,-7.82308,0.0746707
1.96316,2.49136,-7.82306,13.7863
1.52628,3.08877,4.85003,9.884
1.55119,3.08877,4.85003,0.0859779
1.55118,3.08873,4.85,15.03
-2.08428,3.03867,1.30749,11.684
-2.07753,3.03867,1.30749,0.0700627
-2.07751,3.03865,1.30749,13.2459
-3.54798,1.42211,1.90567,11.684
-3.52857,1.42211,1.90567,0.297888
-3.52855,1.42212,1.90571,13.0181
-2.27068,2.56198,-4.41231,11.139
-2.24081,2.56198,-4.41231,0.058047
-2.24079,2.56194,-4.41231,13.803
-2.6138,1.53158,-3.20853,0.245
-2.5469,1.53158,-3.20853,1.35135
-2.54699,1.53162,-3.20859,23.4037
-1.80308,1.1195,5.89603,11.684
-1.78044,1.1195,5.89603,0.0674076
-1.7804,1.11952,5.89602,13.2486
-3.83569,2.47677,-0.456105,9.884
-3.82245,2.47677,-0.456105,0.50137
-3.82245,2.47675,-0.45615,14.6146
-3.09328,1.10541,-7.68922,2.712
-3.06654,1.10541,-7.68922,0.574193
-3.06647,1.10536,-7.68918,21.7138
0.0514203,0.991777,8.88754,9.884
0.0998542,0.991777,8.88754,0.615827
0.0998922,0.991757,8.88751,14.5002
-0.55136,0.317582,3.68231,11.139
-0.543115,0.317582,3.68231,0.0968834
-0.543113,0.317585,3.68235,13.7641
-2.86719,1.72781,-3.94983,11.139
-2.79972,1.72781,-3.94983,1.27502
-2.79969,1.72783,-3.94981,12.586
-2.46612,0.733795,-4.07096,11.139
-2.45922,0.733795,-4.07096,0.0714413
-2.45923,0.733836,-4.07094,13.7896
-2.48804,1.20721,-0.846342,11.139
-2.48473,1.20721,-0.846342,0.703736
-2.48471,1.20725,-0.846349,13.1573
-0.384863,-0.0877956,7.33176,11.139
-0.356902,-0.0877956,7.33176,0.0735406
-0.35689,-0.0877767,7.33171,13.7875
-2.90472,1.92651,-4.3229,9.884
-2.90378,1.92651,-4.3229,1.02747
-2.90374,1.92649,-4.32288,14.0885
-2.95549,1.61914,-4.8248,11.684
-2.9226,1.61914,-4.8248,0.147408
-2.9226,1.61912,-4.82476,13.1686
-2.10382,0.506122,-1.53015,9.884
-2.08939,0.506122,-1.53015,0.336944
-2.08936,0.506107,-1.53017,14.7791
-1.46735,1.19986,3.82529,11.139
-1.45068,1.19986,3.82529,2.08948
-1.45068,1.19989,3.8253,11.7715
-3.57537,2.68542,2.56973,9.884
-3.55443,2.68542,2.56973,0.840708
-3.55443,2.68547,2.56973,14.2753
-4.94245,1.00517,-8.46501,11.139
-4.89438,1.00517,-8.46501,0.333294
-4.89437,1.00516,-8.46497,13.5277
-3.35573,2.11396,3.21641,9.884
-3.34286,2.11396,3.21641,0.102192
-3.34286,2.11398,3.21637,15.0138
-3.96789,-1.57246,-8.92661,11.684
-3.92735,-1.57246,-8.92661,0.293641
-3.92731,-1.57248,-8.92662,13.0224
-3.01632,1.38136,-8.1847,11.139
-3.01546,1.38136,-8.1847,0.0776531
-3.01543,1.38137,-8.18468,13.7833
-2.57572,5.70669,-8.54103,9.884
-2.5755,5.70669,-8.54103,0.427191
-2.57549,5.70671,-8.541,2.01541
-2.57551,5.7067,-8.54096,1.15193
-2.57553,5.70668,-8.54094,0.224136
-2.57549,5.70668,-8.54094,0.534307
-2.57546,5.70668,-8.54094,0.205283
-2.57544,5.70669,-8.54094,0.163604
-2.57541,5.70671,-8.54093,0.561968
-2.57539,5.70672,-8.54092,0.0515137
-2.57538,5.70673,-8.54089,0.0725178
-2.57537,5.70674,-8.54087,0.0378744
-2.57535,5.70677,-8.54083,0.0871186
-2.57536,5.70678,-8.5408,0.194708
-2.57536,5.70679,-8.54078,0.532345
-2.57537,5.70681,-8.54076,0.0434712
-2.57537,5.70681,-8.54074,0.0776557
-2.57537,5.70681,-8.54072,0.857552
-2.57537,5.70682,-8.5407,0.0967705
-2.57537,5.70683,-8.54068,0.63151
-2.57538,5.70683,-8.54069,0.720235
-2.57539,5.70683,-8.5407,0.0951927
-2.57539,5.70682,-8.54071,0.0299617
-2.57539,5.70681,-8.54072,0.223724
-2.5754,5.7068,-8.54073,0.570905
-2.5754,5.70679,-8.54073,0.545028
-2.57541,5.70679,-8.54072,4.96409
-2.34721,0.281015,-2.88642,9.884
-2.30363,0.281015,-2.88642,0.418365
-2.30362,0.281049,-2.88639,14.6976
-4.79125,0.147432,-8.89562,9.884
-4.77749,0.147432,-8.89562,1.37447
-4.77751,0.147407,-8.89567,13.7415
-1.34158,2.34939,6.20471,9.884
-1.3022,2.34939,6.20471,0.104241
-1.30216,2.34942,6.20471,15.0118
-2.63193,2.11158,-1.82729,0.57
-2.58468,2.11158,-1.82729,0.145634
-2.58462,2.11154,-1.82735,24.2844
-0.439815,-0.123428,7.49115,11.684
-0.389874,-0.123428,7.49115,0.0515
-0.389846,-0.123411,7.49112,13.2645
-0.645168,0.496867,6.23569,11.139
-0.639231,0.496867,6.23569,0.419589
-0.63923,0.496887,6.23573,13.4414
-2.91757,1.23093,-6.04431,0.407
-2.91177,1.23093,-6.04431,0.586035
-2.91177,1.23103,-6.04426,24.007
-0.137159,-0.055168,6.90277,0.57
-0.111695,-0.055168,6.90277,1.75175
-0.111623,-0.0552161,6.90278,22.6782
-2.00389,2.11656,-2.82278,9.884
-1.93796,2.11656,-2.82278,1.29415
-1.93791,2.11657,-2.82281,13.8219
-2.42535,2.71656,-4.79948,0.407
-2.41053,2.71656,-4.79948,0.282656
-2.41054,2.71652,-4.79957,24.3103
-0.313771,0.616376,8.66553,9.884
-0.311247,0.616376,8.66553,0.327937
-0.311257,0.616407,8.66555,14.7881
-3.9885,1.35321,0.191214,9.884
-3.95934,1.35321,0.191214,0.0974781
-3.95937,1.35319,0.191244,15.0185
3.95861,0.0849608,1.53818,9.884
3.96505,0.0849608,1.53818,0.499694
3.96507,0.0849578,1.53813,14.6163
-2.57824,1.97687,-1.90142,9.884
-2.54532,1.97686,-1.90148,15.116
-2.02893,2.92044,-1.14453,9.884
-2.01558,2.92044,-1.14453,0.543801
-2.01553,2.92045,-1.14452,14.5722
2.01308,2.62377,-7.95434,9.884
2.06884,2.65361,-7.93698,1.82944
2.0688,2.65362,-7.93695,13.2866
-3.18198,2.35507,3.63393,2.472
-3.17696,2.35507,3.63393,0.063205
-3.17694,2.35515,3.63389,22.4648
-2.54608,0.805797,-2.73759,2.197
-2.51696,0.805797,-2.73759,0.221064
-2.51689,0.805836,-2.73753,22.5819
-3.78962,0.342644,0.492328,2.197
-3.78579,0.342644,0.492328,0.627139
-3.78576,0.342705,0.492398,22.1759
-2.68447,2.1505,-5.93167,11.139
-2.67535,2.1505,-5.93167,0.359844
-2.67531,2.15052,-5.93169,13.5012
-3.09908,0.816867,-7.7802,0.57
-3.08545,0.816867,-7.7802,0.809107
-3.08541,0.816796,-7.78013,23.6209
-3.13196,0.834274,-7.87989,9.884
-3.06615,0.834274,-7.87989,0.279468
-3.06617,0.834247,-7.87985,14.8365
-1.38869,1.05531,3.91516,2.197
-1.37156,1.05531,3.91516,1.00851
-1.37151,1.05527,3.91509,21.7945
-0.63326,0.287672,2.12087,9.884
-0.623706,0.287672,2.12087,0.644406
-0.623695,0.287713,2.12084,14.4716
-2.6827,1.54246,-1.84087,9.884
-2.65065,1.54246,-1.84087,0.118606
-2.65061,1.54245,-1.8409,14.9974
-0.078472,0.171268,8.52372,11.684
-0.0769033,0.171268,8.52372,0.980451
-0.0768729,0.171294,8.52374,12.3355
-4.06934,-1.39495,-8.59274,11.684
-4.05139,-1.39495,-8.59274,0.869592
-4.05139,-1.39494,-8.59278,12.4464
-2.14375,2.2168,-2.15126,9.884
-2.12203,2.2168,-2.15126,0.159465
-2.12205,2.21681,-2.15122,14.9565
-0.137397,-0.209099,7.11114,9.884
-0.136164,-0.209099,7.11114,0.0993196
-0.136127,-0.209132,7.11114,15.0167
-1.01831,2.20375,6.462,11.139
-1.0148,2.20375,6.462,0.0812171
-1.01477,2.20378,6.462,13.7798
-2.86926,1.1868,-5.39049,11.684
-2.84936,1.1868,-5.39049,0.0781469
-2.84935,1.18682,-5.39053,13.2379
-1.48424,3.71431,1.1863,9.884
-1.43715,3.71431,1.1863,0.451537
-1.43715,3.71431,1.18626,14.6645
-2.09675,0.433225,-1.6512,11.139
-2.05203,0.433225,-1.6512,0.507775
-2.05203,0.433253,-1.65116,13.3532
-2.92334,1.73805,-7.99321,2.712
-2.92114,1.73805,-7.99321,2.8631
-2.92112,1.73795,-7.99323,19.4249
-0.498034,0.465457,8.45121,2.472
-0.497247,0.465457,8.45121,1.25788
-0.497252,0.465362,8.45122,0.498184
-0.497253,0.465279,8.45118,0.640645
-0.497228,0.465202,8.45115,0.247697
-0.497227,0.465213,8.45121,0.150519
-0.497233,0.465265,8.45127,1.09232
-0.497261,0.465296,8.45133,0.186508
-0.497309,0.465298,8.45138,0.0954776
-0.497342,0.465316,8.45144,0.0413833
-0.497363,0.465367,8.45147,0.174617
-0.497374,0.465436,8.45148,0.332424
-0.497426,0.465459,8.45146,0.541026
-0.497471,0.465499,8.45143,0.421556
-0.497521,0.465507,8.4514,0.0966229
-0.497576,0.465489,8.45141,0.128787
-0.497628,0.465476,8.45144,0.102976
-0.49767,0.465453,8.45146,0.0754506
-0.497718,0.465419,8.45145,0.143019
-0.497718,0.465418,8.45144,0.752103
-0.497679,0.465424,8.45141,1.23352
-0.497678,0.465457,8.45137,0.827374
-0.497678,0.465493,8.45133,0.344406
-0.497699,0.465476,8.45135,0.529603
-0.497681,0.46544,8.45134,1.96662
-0.497641,0.465389,8.45133,0.896655
-0.49763,0.46538,8.45134,0.941403
-0.497616,0.46536,8.45133,0.834677
-0.497595,0.465369,8.45133,0.212228
-0.497581,0.465373,8.45135,0.109006
-0.497572,0.465371,8.45136,0.205383
-0.497569,0.465369,8.45138,0.0708018
-0.497578,0.465372,8.4514,3.88981
-0.497584,0.465375,8.45141,3.48732
-2.34411,0.279399,-3.02584,2.712
-2.2724,0.279399,-3.02584,0.173672
-2.27235,0.279415,-3.02577,22.1143
-2.75677,1.73288,-1.77227,11.139
-2.73154,1.73288,-1.77227,0.115058
-2.73153,1.73288,-1.77223,13.7459
1.55915,2.98236,-2.1206,11.684
1.56361,2.98236,-2.1206,0.306488
1.56365,2.98234,-2.12059,13.0095
-2.81065,1.09343,-4.2339,9.884
-2.79195,1.09343,-4.2339,1.31405
-2.79191,1.09347,-4.2339,13.802
3.91437,0.154407,2.40744,9.884
3.91604,0.154001,2.40776,5.72807
3.91603,0.153998,2.40775,9.38793
-3.69945,-1.90128,-8.78631,9.884
-3.6939,-1.90128,-8.78631,0.110123
-3.69385,-1.9013,-8.78631,15.0059
-2.16833,2.34105,1.36548,2.472
-2.132,2.34105,1.36548,0.612728
-2.13197,2.34113,1.3655,21.9153
-0.684004,1.02697,7.1979,9.884
-0.677793,1.02697,7.1979,0.712991
-0.677801,1.02693,7.19794,14.403
-3.45646,-2.35145,2.03809,9.884
-3.42913,-2.35145,2.03809,0.403023
-3.42916,-2.35144,2.03813,14.713
-0.0997768,0.177052,4.03448,0.469
-0.0876173,0.177052,4.03448,1.12895
-0.0876007,0.176963,4.03452,1.27756
-0.0876501,0.176931,4.03461,0.512934
-0.0876839,0.176908,4.03469,0.852591
-0.0877131,0.176885,4.03477,0.230255
-0.087746,0.176919,4.03484,0.48198
-0.0877825,0.176883,4.03484,0.889599
-0.0877738,0.176811,4.0348,0.826908
-0.0877752,0.176767,4.0348,0.162382
-0.0878034,0.176766,4.03486,0.143061
-0.0878121,0.176787,4.03492,0.200238
-0.0878175,0.176784,4.03499,0.0571457
-0.0878549,0.176766,4.03504,0.0309957
-0.0878773,0.176764,4.0351,1.18661
-0.0878509,0.176799,4.03515,0.0553425
-0.0878333,0.176831,4.0352,0.798211
-0.0877939,0.176876,4.0352,15.6962
1.22873,2.8249,5.73606,9.884
1.25693,2.8249,5.73606,0.369279
1.25695,2.82487,5.73603,14.7467
-2.53188,1.11631,-2.36958,11.684
-2.51492,1.11631,-2.36958,0.145183
-2.51493,1.11636,-2.36958,13.1708
-1.16546,0.59757,3.7264,11.684
-1.16015,0.59757,3.7264,1.24168
-1.1602,0.597562,3.72642,12.0743
3.93507,-0.312552,1.92856,9.884
3.97678,-0.312552,1.92856,0.184712
3.97679,-0.312558,1.9286,14.9313
-3.12538,5.24496,-8.72437,11.684
-3.10969,5.24496,-8.72437,0.456907
-3.10967,5.24499,-8.72438,12.8591
-1.84833,0.222348,-1.28959,9.884
-1.79682,0.222348,-1.28959,0.026339
-1.79683,0.222398,-1.28959,15.0897
-3.02994,2.22636,4.11216,11.684
-3.02803,2.22636,4.11216,0.194157
-3.02799,2.22638,4.11216,13.1218
-2.42855,1.8521,5.72234,2.197
-2.38967,1.8521,5.72234,1.10474
-2.38963,1.85205,5.72229,21.6983
-0.558696,2.22799,6.70325,11.684
-0.480664,2.22799,6.70325,0.0570116
-0.480694,2.22802,6.70324,13.259
-2.99173,1.83657,-5.35377,2.712
-2.9746,1.83657,-5.35377,0.822268
-2.97457,1.83663,-5.3537,21.4657
-1.46672,1.25898,3.76008,11.139
-1.41897,1.25898,3.76008,0.559428
-1.41896,1.25898,3.76006,13.3016
-2.80999,1.69916,-3.81062,9.884
-2.80552,1.69916,-3.81062,0.17704
-2.80554,1.69918,-3.81058,14.939
-2.95727,1.87327,-7.59651,9.884
-2.93556,1.87327,-7.59651,1.48196
-2.93557,1.87328,-7.59656,13.634
-0.944554,0.804234,6.30537,11.684
-0.922513,0.804234,6.30537,0.0891614
-0.922483,0.804239,6.30535,13.2268
-3.85701,4.62097,-8.8082,9.884
-3.83875,4.62097,-8.8082,0.831898
-3.83872,4.62095,-8.8082,14.2841
1.84256,2.60528,-3.72935,9.884
1.87112,2.60528,-3.72935,0.0850631
1.87113,2.60525,-3.72939,15.0309
-0.133932,0.164828,4.29296,11.684
-0.108678,0.164828,4.29296,0.801759
-0.108673,0.164785,4.29295,12.5142
-0.0895133,1.7996,8.32074,9.884
-0.0787179,1.7996,8.32074,0.0984084
-0.0787098,1.79962,8.32071,15.0176
2.0459,2.69221,-7.48516,9.884
2.0913,2.69221,-7.48516,0.0196845
2.09134,2.69224,-7.48517,15.0963
-1.31388,0.975096,3.62536,11.684
-1.3121,0.975096,3.62536,0.160487
-1.31208,0.975112,3.62533,13.1555
-3.10018,2.65782,3.45521,1.7416
-3.08145,2.65782,3.45521,9.884
-3.08743,2.63533,3.46662,0.116083
-3.0874,2.6353,3.46664,11.3318
-3.08145,2.65782,3.45521,0.0216726
-3.08145,2.65782,3.45521,1.90485
-2.87521,2.01357,-5.25474,9.884
-2.85019,2.01357,-5.25474,0.614851
-2.85017,2.01355,-5.25478,14.5011
1.27637,2.46989,-2.25044,11.139
1.28241,2.46989,-2.25044,0.236217
1.28242,2.46984,-2.25044,13.6248
-2.80926,1.96916,-7.70417,11.139
-2.8069,1.96916,-7.70417,1.3132
-2.80692,1.96916,-7.70421,12.5478
-1.47597,3.4433,-0.871688,11.684
-1.4429,3.4433,-0.871688,0.342462
-1.44289,3.4433,-0.871699,12.9735
-3.4295,2.53139,2.78356,9.884
-3.42116,2.53139,2.78356,0.258456
-3.42117,2.53136,2.7836,14.8575
-1.85954,3.11805,2.19311,11.684
-1.82035,3.11805,2.19311,0.923717
-1.82035,3.11808,2.1931,12.3923
-0.765108,0.697038,7.87974,11.684
-0.748484,0.697038,7.87974,1.655
-0.748477,0.697036,7.8797,11.661
-3.77257,1.51647,-0.311305,11.139
-3.75943,1.51647,-0.311305,0.305563
-3.75941,1.51648,-0.311266,13.5554
-3.72545,0.328266,0.337568,11.684
-3.72212,0.328266,0.337568,1.13908
-3.72208,0.32828,0.337555,12.1769
-3.68552,1.22946,1.2476,11.684
-3.68081,1.23738,1.24639,0.0442179
-3.68081,1.23737,1.24636,12.5801
-2.54188,0.758874,-4.2901,9.884
-2.556,0.777697,-4.25989,0.738393
-2.55597,0.777723,-4.25991,14.3776
3.85314,-0.361062,-0.0164908,2.197
3.85653,-0.361062,-0.0164908,0.207051
3.85656,-0.36097,-0.0164737,22.5959
-3.02786,1.68339,4.38967,11.684
